doctor_link,rate,comment,source
https://docdoc.ru/doctor/ALEKSANDROVA_LYuDMILA_5,4.85,20,sber
https://docdoc.ru/doctor/ARISTARHOVA_NADEZhDA,5.0,3,sber
https://docdoc.ru/doctor/ASTAPOVICh_NATALYa_2,5.0,4,sber
https://docdoc.ru/doctor/Aakef_Hayder,5.0,3,sber
https://docdoc.ru/doctor/Abacheva_Maida,5.0,19,sber
https://docdoc.ru/doctor/Abaeva_Anastasiya,5.0,9,sber
https://docdoc.ru/doctor/Abaeva_Kristina,4.666666666666667,3,sber
https://docdoc.ru/doctor/Abaeva_Svetlana,5.0,3,sber
https://docdoc.ru/doctor/Abaeva_Uliana,4.8,20,sber
https://docdoc.ru/doctor/Abahina_Darya,5.0,8,sber
https://docdoc.ru/doctor/Abakarova_Patimat,5.0,2,sber
https://docdoc.ru/doctor/Abakarova_Sevilya,3.25,4,sber
https://docdoc.ru/doctor/Abakarova_Zulfiya,4.95,20,sber
https://docdoc.ru/doctor/Abakumov_Roman,4.0,5,sber
https://docdoc.ru/doctor/Abakumov_Yuriy,5.0,2,sber
https://docdoc.ru/doctor/Abakumova_Marina,4.3076923076923075,13,sber
https://docdoc.ru/doctor/Abakumova_Mariya,5.0,4,sber
https://docdoc.ru/doctor/Abasalieva_Dzhamilya,5.0,1,sber
https://docdoc.ru/doctor/Abashina_Raisa,5.0,2,sber
https://docdoc.ru/doctor/Abashina_Yuliya,4.95,20,sber
https://docdoc.ru/doctor/Abaturova_Polina,4.333333333333333,3,sber
https://docdoc.ru/doctor/Abazova_Aya,5.0,1,sber
https://docdoc.ru/doctor/Abbas_Zhanna,5.0,2,sber
https://docdoc.ru/doctor/Abbasov_Farhad,3.0,1,sber
https://docdoc.ru/doctor/Abbasov_Hayal,5.0,2,sber
https://docdoc.ru/doctor/Abbasova_Darya,4.666666666666667,3,sber
https://docdoc.ru/doctor/Abbasova_Sevil,5.0,4,sber
https://docdoc.ru/doctor/Abbud_Abdulkader,5.0,13,sber
https://docdoc.ru/doctor/Abbud_Elena,1.0,1,sber
https://docdoc.ru/doctor/Abdrafikova_Gulsina,4.875,8,sber
https://docdoc.ru/doctor/Abdrahmanova_Laura,4.842105263157895,19,sber
https://docdoc.ru/doctor/Abdrashitova_Nadiya,5.0,2,sber
https://docdoc.ru/doctor/Abdrazyakova_Roza,5.0,2,sber
https://docdoc.ru/doctor/Abduhalikova_Zhibekay,5.0,1,sber
https://docdoc.ru/doctor/Abdulgalimov_Magomed,4.428571428571429,7,sber
https://docdoc.ru/doctor/Abdulkadyrova_Milana,3.0,4,sber
https://docdoc.ru/doctor/Abdulkasimova_Yulduz,5.0,3,sber
https://docdoc.ru/doctor/Abdulkerimov_Zaypulla,4.95,20,sber
https://docdoc.ru/doctor/Abdullaev_Amir,5.0,3,sber
https://docdoc.ru/doctor/Abdullaev_Ismail,3.85,20,sber
https://docdoc.ru/doctor/Abdullaeva_,4.833333333333333,6,sber
https://docdoc.ru/doctor/Abdullaeva_3,5.0,1,sber
https://docdoc.ru/doctor/Abdullaeva_Luiza,3.6666666666666665,6,sber
https://docdoc.ru/doctor/Abdullaeva_Sabina,5.0,4,sber
https://docdoc.ru/doctor/Abdullaeva_Sarizhat,5.0,13,sber
https://docdoc.ru/doctor/Abdullaeva_Shabnam,5.0,1,sber
https://docdoc.ru/doctor/Abdullaeva_Zuhra,5.0,1,sber
https://docdoc.ru/doctor/Abdullina_Gulnara_2,5.0,20,sber
https://docdoc.ru/doctor/Abdulloeva_Ganzhina,5.0,1,sber
https://docdoc.ru/doctor/Abdulmedzhidova_Anisat,5.0,3,sber
https://docdoc.ru/doctor/Abdulova_Liliya,5.0,6,sber
https://docdoc.ru/doctor/Abduragimov_Yusup,1.0,1,sber
https://docdoc.ru/doctor/Abdurahmanov_Said,5.0,4,sber
https://docdoc.ru/doctor/Abdurahmanova_Sevinzh,5.0,2,sber
https://docdoc.ru/doctor/Abdurahmonova_Gulchehra,4.7,20,sber
https://docdoc.ru/doctor/Abdurashidova_Naida,2.0,4,sber
https://docdoc.ru/doctor/Abdurazakova_Asiyat,5.0,1,sber
https://docdoc.ru/doctor/Abduzhamalova_Nargiz,5.0,2,sber
https://docdoc.ru/doctor/Abdykadyrova_Zhazgul,5.0,1,sber
https://docdoc.ru/doctor/Abeeva_Zaira,5.0,1,sber
https://docdoc.ru/doctor/Abgaryan_Irina,5.0,6,sber
https://docdoc.ru/doctor/Abidova_Patimat,5.0,3,sber
https://docdoc.ru/doctor/Abiev_Artur,5.0,1,sber
https://docdoc.ru/doctor/Ablina_Kseniya,4.75,4,sber
https://docdoc.ru/doctor/Ablitsov_Aleksey,5.0,3,sber
https://docdoc.ru/doctor/Abljazov_Irshat,4.5,6,sber
https://docdoc.ru/doctor/Abolmasov_Aleksandr,5.0,16,sber
https://docdoc.ru/doctor/Abraamyan_Milena,5.0,20,sber
https://docdoc.ru/doctor/Abramenko_Valentina,4.95,20,sber
https://docdoc.ru/doctor/Abramenkova_Anna,5.0,13,sber
https://docdoc.ru/doctor/Abramenkova_Natalya,5.0,1,sber
https://docdoc.ru/doctor/Abramjan_Leonid,5.0,4,sber
https://docdoc.ru/doctor/Abramov_Ilya,5.0,5,sber
https://docdoc.ru/doctor/Abramov_Konstantin,4.0,4,sber
https://docdoc.ru/doctor/Abramov_Ruslan_2,5.0,1,sber
https://docdoc.ru/doctor/Abramova_Ekaterina_7,5.0,4,sber
https://docdoc.ru/doctor/Abramova_Ekaterina_8,5.0,1,sber
https://docdoc.ru/doctor/Abramova_Irina_2,5.0,20,sber
https://docdoc.ru/doctor/Abramova_Irina_8,5.0,4,sber
https://docdoc.ru/doctor/Abramova_Lida,4.0,1,sber
https://docdoc.ru/doctor/Abramova_Lyudmila_3,2.25,4,sber
https://docdoc.ru/doctor/Abramova_Marina_4,5.0,2,sber
https://docdoc.ru/doctor/Abramova_Natalya_3,5.0,1,sber
https://docdoc.ru/doctor/Abramova_Natalya_5,5.0,2,sber
https://docdoc.ru/doctor/Abramova_Svetlana_12,3.3333333333333335,9,sber
https://docdoc.ru/doctor/Abramova__Petrichenko,5.0,20,sber
https://docdoc.ru/doctor/Abramyan_Lidiya,4.5,2,sber
https://docdoc.ru/doctor/Abramyan_Nune,3.4,5,sber
https://docdoc.ru/doctor/Abramyan_Ruzanna,5.0,3,sber
https://docdoc.ru/doctor/Abramyan_Stella,5.0,1,sber
https://docdoc.ru/doctor/Abramyan_Zarui,2.75,4,sber
https://docdoc.ru/doctor/Abramyants_Laura,4.8,10,sber
https://docdoc.ru/doctor/Abrashin_Aleksey,5.0,2,sber
https://docdoc.ru/doctor/Abregova_Karina,5.0,1,sber
https://docdoc.ru/doctor/Abrosimova_Natalya,5.0,1,sber
https://docdoc.ru/doctor/Absalyamov_Ruslan,5.0,1,sber
https://docdoc.ru/doctor/Absalyamova_Oksana,2.6,5,sber
https://docdoc.ru/doctor/Absatarova_Ulija,4.5,2,sber
https://docdoc.ru/doctor/Abu-Aldzhadael_Mudar,1.0,1,sber
https://docdoc.ru/doctor/Abubakirov_Aydar,5.0,9,sber
https://docdoc.ru/doctor/Abudeeva_Irina,5.0,5,sber
https://docdoc.ru/doctor/Abuduev_Omar,5.0,1,sber
https://docdoc.ru/doctor/Abuladze_Irina,5.0,2,sber
https://docdoc.ru/doctor/Abulfatzade_Nargiz,2.0,1,sber
https://docdoc.ru/doctor/Abushaeva_Nailya,5.0,5,sber
https://docdoc.ru/doctor/Abushenko_Marina,5.0,6,sber
https://docdoc.ru/doctor/Abylgazinova_Natalya,5.0,1,sber
https://docdoc.ru/doctor/Abysheva_Svetlana,5.0,1,sber
https://docdoc.ru/doctor/Abzaeva_Viktoriya,3.857142857142857,7,sber
https://docdoc.ru/doctor/Achilov_Abduahat,4.2,5,sber
https://docdoc.ru/doctor/Achilov_Boris,3.0,2,sber
https://docdoc.ru/doctor/Achilova_Shahnoza,4.8,20,sber
https://docdoc.ru/doctor/Achkasova_Anna,4.0,2,sber
https://docdoc.ru/doctor/Achkasova_Irina,4.55,20,sber
https://docdoc.ru/doctor/Adamiya_Lalita,5.0,5,sber
https://docdoc.ru/doctor/Adamtsova_Anastasiya_2,5.0,20,sber
https://docdoc.ru/doctor/Adamyan_Leyla,2.3333333333333335,6,sber
https://docdoc.ru/doctor/Adamyan_Nune,3.1666666666666665,6,sber
https://docdoc.ru/doctor/Adamyan_Vagan,4.636363636363637,11,sber
https://docdoc.ru/doctor/Adashevskiy_Vladimir,4.777777777777778,9,sber
https://docdoc.ru/doctor/Adiatullina_Galina,4.85,20,sber
https://docdoc.ru/doctor/Adilova_Saida,4.95,20,sber
https://docdoc.ru/doctor/Adilsultanova_Asiyat,5.0,1,sber
https://docdoc.ru/doctor/Adinyaeva_Yuliana,5.0,1,sber
https://docdoc.ru/doctor/Adrianova_Irina,4.15,20,sber
https://docdoc.ru/doctor/Adyan_Shushanna,5.0,20,sber
https://docdoc.ru/doctor/Adyanova_Sofiya,4.0,1,sber
https://docdoc.ru/doctor/Adygeshaov_Suhrab,4.6,5,sber
https://docdoc.ru/doctor/Adygezalova_Vusala,3.6666666666666665,3,sber
https://docdoc.ru/doctor/Adzhibatirova_Aynura,1.0,1,sber
https://docdoc.ru/doctor/Adzhiev_Renad,5.0,3,sber
https://docdoc.ru/doctor/Adzhieva_Valida,5.0,1,sber
https://docdoc.ru/doctor/Adzhigaytkanova_Saida,5.0,2,sber
https://docdoc.ru/doctor/Aetbaeva_Rusalina,5.0,1,sber
https://docdoc.ru/doctor/Afana_Svetlana,5.0,20,sber
https://docdoc.ru/doctor/Afanaseva_Aleksandra,4.95,20,sber
https://docdoc.ru/doctor/Afanaseva_Alla,5.0,20,sber
https://docdoc.ru/doctor/Afanaseva_Antonina,5.0,8,sber
https://docdoc.ru/doctor/Afanaseva_Darya_9,5.0,9,sber
https://docdoc.ru/doctor/Afanaseva_Irina_20,4.9,10,sber
https://docdoc.ru/doctor/Afanaseva_Kristina,5.0,1,sber
https://docdoc.ru/doctor/Afanaseva_Mariya_10,5.0,2,sber
https://docdoc.ru/doctor/Afanaseva_Natalija,5.0,2,sber
https://docdoc.ru/doctor/Afanaseva_Olga_4,5.0,2,sber
https://docdoc.ru/doctor/Afanaseva_Tatyana_5,5.0,2,sber
https://docdoc.ru/doctor/Afonin_Dmitriy,4.85,20,sber
https://docdoc.ru/doctor/Afonina_Armine,1.0,1,sber
https://docdoc.ru/doctor/Afonina_Ekaterina,5.0,2,sber
https://docdoc.ru/doctor/Afonina_Tatyana,5.0,2,sber
https://docdoc.ru/doctor/Afonina_Vera,5.0,2,sber
https://docdoc.ru/doctor/Afoshina_Anna,3.0,4,sber
https://docdoc.ru/doctor/Afyan_Armine,5.0,20,sber
https://docdoc.ru/doctor/Agababaeva_Irina,4.4,5,sber
https://docdoc.ru/doctor/Agababova_Nika,4.571428571428571,14,sber
https://docdoc.ru/doctor/Agabalaeva_Aynura,4.0,2,sber
https://docdoc.ru/doctor/Agadzhanov_Vadim,5.0,20,sber
https://docdoc.ru/doctor/Agadzhanova_Anna,5.0,4,sber
https://docdoc.ru/doctor/Agadzhanyan_Ella,5.0,1,sber
https://docdoc.ru/doctor/Agaeva_Aybike,4.833333333333333,6,sber
https://docdoc.ru/doctor/Agaeva_Aytan_2,5.0,1,sber
https://docdoc.ru/doctor/Agaeva_Kristina_2,5.0,1,sber
https://docdoc.ru/doctor/Agaeva_Madina,5.0,1,sber
https://docdoc.ru/doctor/Agaeva_Regina,2.0,1,sber
https://docdoc.ru/doctor/Agaeva_Tahmina,4.222222222222222,9,sber
https://docdoc.ru/doctor/Agaeva_Tamila,4.8,20,sber
https://docdoc.ru/doctor/Agafonov_Oleg,1.6666666666666667,3,sber
https://docdoc.ru/doctor/Agafonova_Anna,5.0,9,sber
https://docdoc.ru/doctor/Agafonova_Tatyana_13,5.0,3,sber
https://docdoc.ru/doctor/Agajan_Lilit,4.75,20,sber
https://docdoc.ru/doctor/Agakina_Yuliya,5.0,1,sber
https://docdoc.ru/doctor/Agakishieva_Pervane_2,4.9,20,sber
https://docdoc.ru/doctor/Agapov_Dmitriy_2,5.0,1,sber
https://docdoc.ru/doctor/Agapova_Tatyana_2,5.0,1,sber
https://docdoc.ru/doctor/Agarkov_Evgeniy,5.0,2,sber
https://docdoc.ru/doctor/Agarkova_Elizaveta,5.0,5,sber
https://docdoc.ru/doctor/Agarkova_Irina,1.0,1,sber
https://docdoc.ru/doctor/Agarkova_Veronika,2.3333333333333335,3,sber
https://docdoc.ru/doctor/Agaronyan_Nelli,4.666666666666667,12,sber
https://docdoc.ru/doctor/Agaverdiev_Emin,5.0,5,sber
https://docdoc.ru/doctor/Agazade_Suleyman,4.95,20,sber
https://docdoc.ru/doctor/Ageev_Anton_2,5.0,2,sber
https://docdoc.ru/doctor/Ageev_Dmitriy,5.0,2,sber
https://docdoc.ru/doctor/Ageev_Ruslan,5.0,1,sber
https://docdoc.ru/doctor/Ageeva_Fatima,5.0,2,sber
https://docdoc.ru/doctor/Ageeva_Liliya_2,4.5,4,sber
https://docdoc.ru/doctor/Agevnina_Viktorija,4.8,5,sber
https://docdoc.ru/doctor/Agibalov_Ivan,5.0,2,sber
https://docdoc.ru/doctor/Agikova_Laura,5.0,6,sber
https://docdoc.ru/doctor/Agmanova_Elmira,5.0,1,sber
https://docdoc.ru/doctor/Agnaeva_Natalya,5.0,7,sber
https://docdoc.ru/doctor/Agniashvili_Nino,4.0,4,sber
https://docdoc.ru/doctor/Agrba_Ilona,4.9,20,sber
https://docdoc.ru/doctor/Agrikova_Elena,5.0,2,sber
https://docdoc.ru/doctor/Agrinskaya_Irina,5.0,2,sber
https://docdoc.ru/doctor/Agrinskaya_Natalya,5.0,6,sber
https://docdoc.ru/doctor/Agrytskov_Aleksey,5.0,11,sber
https://docdoc.ru/doctor/Aguseva_Irina,4.0,1,sber
https://docdoc.ru/doctor/Ahadov_Shakyur,2.3333333333333335,3,sber
https://docdoc.ru/doctor/Ahadova_Anna,5.0,6,sber
https://docdoc.ru/doctor/Ahadova_Leyla,5.0,1,sber
https://docdoc.ru/doctor/Ahadova__Dzhalilova,5.0,1,sber
https://docdoc.ru/doctor/Ahatova_Lubov,3.6666666666666665,3,sber
https://docdoc.ru/doctor/Ahmadullina_Regina,5.0,2,sber
https://docdoc.ru/doctor/Ahmaev_Rasul,4.75,20,sber
https://docdoc.ru/doctor/Ahmanova_Svetlana,4.0,1,sber
https://docdoc.ru/doctor/Ahmatova_Heda,5.0,2,sber
https://docdoc.ru/doctor/Ahmedhanova_Nazira,5.0,2,sber
https://docdoc.ru/doctor/Ahmedov_Bahrom,5.0,5,sber
https://docdoc.ru/doctor/Ahmedov_Gamid,5.0,3,sber
https://docdoc.ru/doctor/Ahmedov_Magomedrasul,4.0,6,sber
https://docdoc.ru/doctor/Ahmedov_Numon,5.0,2,sber
https://docdoc.ru/doctor/Ahmedova_Aida,3.4,5,sber
https://docdoc.ru/doctor/Ahmedova_Ashura,5.0,20,sber
https://docdoc.ru/doctor/Ahmedova_Dinara,5.0,1,sber
https://docdoc.ru/doctor/Ahmedova_Dzhamilya_2,2.3333333333333335,6,sber
https://docdoc.ru/doctor/Ahmedova_Esmeralda,5.0,2,sber
https://docdoc.ru/doctor/Ahmedova_Irada,5.0,11,sber
https://docdoc.ru/doctor/Ahmedyanova_Aleksandra,1.0,1,sber
https://docdoc.ru/doctor/Ahmedzhanov_Nadir,5.0,2,sber
https://docdoc.ru/doctor/Ahmedzhanova_Lilija,4.0,1,sber
https://docdoc.ru/doctor/Ahmerov_Radmir,5.0,1,sber
https://docdoc.ru/doctor/Ahmerova_Tatyana_3,4.0,1,sber
https://docdoc.ru/doctor/Ahmetova_Gulnara,4.0,1,sber
https://docdoc.ru/doctor/Ahmetzyanova_Dilya_2,5.0,2,sber
https://docdoc.ru/doctor/Ahobadze_Indira,4.846153846153846,13,sber
https://docdoc.ru/doctor/Ahov_Andemir,5.0,5,sber
https://docdoc.ru/doctor/Ahsanova_Eleonora,4.0,1,sber
https://docdoc.ru/doctor/Ahtimanova_Natalya,5.0,1,sber
https://docdoc.ru/doctor/Ahundova_Sabina,5.0,2,sber
https://docdoc.ru/doctor/Ahunov_Vasiliy,5.0,4,sber
https://docdoc.ru/doctor/Ahvlediani_Katino,5.0,5,sber
https://docdoc.ru/doctor/Ahvlediani_Ketevan,5.0,2,sber
https://docdoc.ru/doctor/Aitova_Natalya,4.2,5,sber
https://docdoc.ru/doctor/Aivazian_Naira,5.0,16,sber
https://docdoc.ru/doctor/Akabirova_Shahlooy,4.8,20,sber
https://docdoc.ru/doctor/Akaimov_Dzhamal,5.0,4,sber
https://docdoc.ru/doctor/Akateva_Albina,5.0,1,sber
https://docdoc.ru/doctor/Aketova_Tolkyn,5.0,1,sber
https://docdoc.ru/doctor/Akieeva_Zalina,5.0,2,sber
https://docdoc.ru/doctor/Akieva_Lilya,5.0,2,sber
https://docdoc.ru/doctor/Akilava_Mira,5.0,2,sber
https://docdoc.ru/doctor/Akimkina_Yuliya,5.0,1,sber
https://docdoc.ru/doctor/Akimov_Aleksandr_2,4.571428571428571,7,sber
https://docdoc.ru/doctor/Akimov_Andryei,3.5,4,sber
https://docdoc.ru/doctor/Akimov_Dmitriy,4.95,20,sber
https://docdoc.ru/doctor/Akimov_Vitaliy,5.0,3,sber
https://docdoc.ru/doctor/Akimova_Viktorija,5.0,20,sber
https://docdoc.ru/doctor/Akinina_Ekaterina,5.0,10,sber
https://docdoc.ru/doctor/Akinshina_Svetlana,4.95,20,sber
https://docdoc.ru/doctor/Akkuzhina_Indira,4.916666666666667,12,sber
https://docdoc.ru/doctor/Akmatova_Latyy,4.0,1,sber
https://docdoc.ru/doctor/Akmuradova_Gulnara,1.0,5,sber
https://docdoc.ru/doctor/Akobdzhanyan_Viktoriya,5.0,1,sber
https://docdoc.ru/doctor/Akopova_Diana,5.0,1,sber
https://docdoc.ru/doctor/Akopova_Elena,5.0,16,sber
https://docdoc.ru/doctor/Akopova_Narine,3.2,5,sber
https://docdoc.ru/doctor/Akopyan_Aida,5.0,2,sber
https://docdoc.ru/doctor/Akopyan_Arshak,3.0,2,sber
https://docdoc.ru/doctor/Akopyan_Artashes,5.0,6,sber
https://docdoc.ru/doctor/Akopyan_Emil,5.0,10,sber
https://docdoc.ru/doctor/Akopyan_Lyudmila,4.75,4,sber
https://docdoc.ru/doctor/Akopyan_Sona,5.0,8,sber
https://docdoc.ru/doctor/Akopyan_Valeriy,5.0,2,sber
https://docdoc.ru/doctor/Akramova_2,2.0,1,sber
https://docdoc.ru/doctor/Akramova_Gavhar_2,3.85,20,sber
https://docdoc.ru/doctor/Aksenenko_Artem,4.666666666666667,3,sber
https://docdoc.ru/doctor/Aksenov_Evgeniy,5.0,3,sber
https://docdoc.ru/doctor/Aksenova_Alina,4.95,20,sber
https://docdoc.ru/doctor/Aksenova_Alisa,5.0,20,sber
https://docdoc.ru/doctor/Aksenova_Anna_2,5.0,8,sber
https://docdoc.ru/doctor/Aksenova_Anna_3,4.333333333333333,3,sber
https://docdoc.ru/doctor/Aksenova_Ekaterina,5.0,1,sber
https://docdoc.ru/doctor/Aksenova_Evgeniya_6,5.0,2,sber
https://docdoc.ru/doctor/Aksenova_Galina,5.0,1,sber
https://docdoc.ru/doctor/Aksenova_Natalya_2,3.6666666666666665,3,sber
https://docdoc.ru/doctor/Aksenova_Tatyana_10,5.0,5,sber
https://docdoc.ru/doctor/Aksenova_Viktoriya_2,5.0,5,sber
https://docdoc.ru/doctor/Aksyonov_Yuriy,4.75,20,sber
https://docdoc.ru/doctor/Akulich_Kira,4.0,2,sber
https://docdoc.ru/doctor/Akulinushkina_Ekaterina,5.0,2,sber
https://docdoc.ru/doctor/Akulov_Mihail,3.2,5,sber
https://docdoc.ru/doctor/Akulova_Ekaterina,4.454545454545454,11,sber
https://docdoc.ru/doctor/Akulova_Marina,4.85,20,sber
https://docdoc.ru/doctor/Akulova_Mariya_2,5.0,4,sber
https://docdoc.ru/doctor/Akulyan_Armenui,4.6,20,sber
https://docdoc.ru/doctor/Akunts_Alla,5.0,7,sber
https://docdoc.ru/doctor/Akylbekova_Gulgaaky,1.0,1,sber
https://docdoc.ru/doctor/Akzhigitova_Liliya,5.0,1,sber
https://docdoc.ru/doctor/Al-Abdalla_Rima,5.0,1,sber
https://docdoc.ru/doctor/Al-Halaf_Salaheddin_I,2.5,2,sber
https://docdoc.ru/doctor/Al-Saedi_Ali,5.0,1,sber
https://docdoc.ru/doctor/Al-Zeydi_Ekaterina,5.0,1,sber
https://docdoc.ru/doctor/Al-mobarak_Olga,5.0,1,sber
https://docdoc.ru/doctor/Alabina_Zinaida,2.0,4,sber
